,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg01040649,0.9068,0.7784,0.1984,0.8499,0.4598,0.8988,0.8895,0.8626,0.8818361163139343,0.9137319922447205,0.8606749773025513,0.8776934742927551,0.8379499912261963,0.8638469576835632
cg06091647,0.9033,0.2797,0.8787,0.6577,0.8809,0.8986,0.9418,0.896,0.8945907354354858,0.93256676197052,0.9074663519859314,0.9234415888786316,0.9572100043296814,0.8937689661979675
cg22707529,0.0357,0.0516,0.4232,0.0893,0.3902,0.0342,0.0313,0.0534,0.03389190509915352,0.07885979861021042,0.03788555786013603,0.053092312067747116,0.019179999828338623,0.07828199863433838
cg16510127,0.9465,0.9398,0.9294,0.9323,0.9394,0.9302,0.9741,0.8706,0.7849787473678589,0.9470086693763733,0.3983677625656128,0.9397307634353638,0.954039990901947,0.9311659932136536
cg04289585,0.9187,0.927,0.9256,0.9223,0.917,0.9111,0.9388,0.5784,0.9026817083358765,0.8916099071502686,0.9149723052978516,0.9191194772720337,0.07791999727487564,0.8803540468215942
cg15054077,0.016,0.0249,0.0243,0.0162,0.024,0.0185,0.0246,0.2108,0.030214445665478706,0.07822219282388687,0.09964638203382492,0.02355250157415867,0.021090000867843628,0.14543500542640686
cg12885484,0.7764,0.8881,0.8784,0.8869,0.8906,0.7755,0.8983,0.8126,0.09577618539333344,0.8962911367416382,0.7628312110900879,0.8538566827774048,0.618179976940155,0.7451969385147095
cg19779605,0.8852,0.8732,0.8707,0.8718,0.8752,0.8783,0.9228,0.8616,0.7934392690658569,0.9164016842842102,0.8578236699104309,0.9113031625747681,0.819350004196167,0.21136899292469025
cg12223582,0.0345,0.1608,0.0581,0.041,0.0786,0.0292,0.0226,0.0233,0.014389682561159134,0.6225371956825256,0.008521387353539467,0.04141981527209282,0.008030000142753124,0.3406729996204376
cg26709988,0.104,0.9528,0.961,0.9513,0.9595,0.0279,0.9608,0.8354,0.8895787000656128,0.9190783500671387,0.9123513698577881,0.8534907102584839,0.095940001308918,0.9385509490966797
cg10959907,0.7893,0.5434,0.7944,0.853,0.7961,0.8878,0.9134,0.7834,0.8331822752952576,0.5963297486305237,0.8459603786468506,0.05712517723441124,0.8241999745368958,0.8916339874267578
cg00604840,0.0485,0.1399,0.4753,0.1415,0.4747,0.0496,0.0456,0.0576,0.03982413187623024,0.5170915126800537,0.0521041676402092,0.031092677265405655,0.023770000785589218,0.04501799866557121
cg01881939,0.0046,0.0062,0.008,0.0068,0.0073,0.006,0.0036,0.0098,0.009027301333844662,0.14725641906261444,0.006508055608719587,0.004880179185420275,0.006120000034570694,0.5602930784225464
cg00532474,0.3407,0.5777,0.7024,0.4888,0.7984,0.272,0.2204,0.0676,0.051866184920072556,0.18580830097198486,0.022112779319286346,0.20447124540805817,0.0,0.5249820351600647
cg19551589,0.0306,0.0839,0.0943,0.0492,0.0943,0.0366,0.0169,0.1562,0.5923764109611511,0.08229231089353561,0.6060072779655457,0.26601698994636536,0.1902800053358078,0.4197549819946289
cg07652788,0.8909,0.3239,0.8748,0.8844,0.8858,0.8854,0.93,0.8632,0.8626149296760559,0.9300640225410461,0.8958663940429688,0.9105761647224426,0.8911799788475037,0.7929230332374573
cg18807466,0.0466,0.1474,0.2172,0.1139,0.393,0.0518,0.0265,0.0747,0.04718476161360741,0.0781911090016365,0.03700889274477959,0.10880322009325027,0.06609000265598297,0.13137400150299072
cg04404310,0.9647,0.9613,0.9597,0.9571,0.9599,0.9553,0.974,0.9379,0.9560027122497559,0.2767215967178345,0.9491318464279175,0.962261974811554,0.9702399969100952,0.9033679962158203
cg11391618,0.8737,0.8949,0.8878,0.7988,0.901,0.851,0.9107,0.2965,0.10061586648225784,0.35004591941833496,0.8831327557563782,0.8395479321479797,0.0,0.6382259130477905
cg08369368,0.0177,0.079,0.22,0.0277,0.2768,0.0137,0.0058,0.0504,0.21818841993808746,0.03931630030274391,0.008116110228002071,0.015147854574024677,0.006490000057965517,0.6906839609146118
cg21266845,0.9215,0.921,0.9186,0.9194,0.927,0.9158,0.927,0.5603,0.8180283308029175,0.8902875781059265,0.9044686555862427,0.9192361831665039,0.052570000290870667,0.7401750087738037
cg01663018,0.007,0.0329,0.016,0.0085,0.0175,0.0058,0.0015,0.027,0.014449206180870533,0.02804800495505333,0.009635276161134243,0.02013339288532734,0.0,0.41150903701782227
cg10509607,0.7058,0.6731,0.0629,0.6437,0.1097,0.6333,0.7449,0.1152,0.036666832864284515,0.15048569440841675,0.047936663031578064,0.42031747102737427,0.04853999987244606,0.0702890008687973
cg08640475,0.9648,0.9734,0.9618,0.9704,0.9743,0.9072,0.2019,0.9594,0.9262224435806274,0.8623221516609192,0.6787505745887756,0.972965657711029,0.979889988899231,0.9625069499015808
cg21527078,0.962,0.9624,0.9575,0.9615,0.9634,0.9587,0.9709,0.2572,0.016712861135601997,0.29173922538757324,0.9000609517097473,0.9700096845626831,0.2585099935531616,0.2673589885234833
cg10854528,0.9292,0.2551,0.9229,0.9231,0.9311,0.9248,0.9332,0.9158,0.9139348864555359,0.7148003578186035,0.9122964143753052,0.9263980984687805,0.9345999956130981,0.9288331270217896
cg04039799,0.3492,0.4,0.218,0.0998,0.2502,0.3777,0.4033,0.4218,0.06057888641953468,0.2018352448940277,0.2117430418729782,0.8161770701408386,0.6622999906539917,0.28837400674819946
cg06623899,0.4648,0.926,0.9226,0.8764,0.9244,0.17,0.9627,0.8112,0.937800943851471,0.8991255760192871,0.9448687434196472,0.7855967283248901,0.9312000274658203,0.8949100375175476
cg26916576,0.976,0.9779,0.9738,0.8011,0.9752,0.9746,0.9904,0.9698,0.974736213684082,0.9119957089424133,0.9801909923553467,0.847809374332428,0.9886199831962585,0.9702819585800171
cg25268422,0.8871,0.1334,0.6939,0.8088,0.7175,0.8367,0.8711,0.8767,0.8689749836921692,0.9074743390083313,0.8163513541221619,0.9163305163383484,0.8848299980163574,0.8595730066299438
cg24366168,0.9666,0.963,0.9543,0.959,0.9633,0.9545,0.9758,0.6982,0.9555488228797913,0.9340176582336426,0.9190361499786377,0.9574413299560547,0.9018999934196472,0.9001579284667969
cg00997853,0.7439,0.841,0.8095,0.8055,0.7962,0.7114,0.761,0.7306,0.03378142789006233,0.2809987962245941,0.14446723461151123,0.7770018577575684,0.09741999953985214,0.45454496145248413
cg15346168,0.0203,0.017,0.048,0.0317,0.1134,0.0188,0.0045,0.0203,0.01971365325152874,0.7943174839019775,0.0252086129039526,0.024927137419581413,0.01119999960064888,0.4853859841823578
cg09757525,0.0738,0.0522,0.0716,0.0523,0.116,0.1578,0.0394,0.0464,0.04099079221487045,0.0779092013835907,0.04817251116037369,0.08124535530805588,0.03288000077009201,0.03803000599145889
cg06937409,0.4392,0.646,0.889,0.6825,0.91,0.4461,0.4401,0.3056,0.1781420260667801,0.05019489675760269,0.10234221816062927,0.3683599829673767,0.3138900101184845,0.2234809845685959
cg02874376,0.0169,0.1911,0.0613,0.0183,0.12,0.0102,0.0102,0.012,0.007968095131218433,0.025264495983719826,0.006351389456540346,0.01812678761780262,0.00406000018119812,0.45828700065612793
cg00033490,0.91,0.8772,0.8948,0.907,0.911,0.9032,0.887,0.7002,0.8503779768943787,0.9075958728790283,0.8346331119537354,0.8887156844139099,0.15886999666690826,0.8876640200614929
cg22991959,0.0151,0.019,0.019,0.0112,0.0151,0.0142,0.0155,0.0326,0.019821427762508392,0.0322163961827755,0.01807083562016487,0.0190541110932827,0.0457100011408329,0.5799160599708557
cg02422426,0.0339,0.1607,0.0364,0.0303,0.0347,0.0189,0.0033,0.0143,0.011338728480041027,0.03202170506119728,0.017925558611750603,0.015982143580913544,0.0106800002977252,0.024291999638080597
cg19455189,0.073,0.1283,0.4977,0.0594,0.089,0.0601,0.2557,0.6418,0.5135311484336853,0.8485426306724548,0.5354705452919006,0.1177210733294487,0.7484599947929382,0.6804419755935669
cg11411904,0.0157,0.0266,0.0831,0.0798,0.2111,0.0156,0.0096,0.014,0.015267778187990189,0.05349339544773102,0.013457498513162136,0.011399642564356327,0.007470000069588423,0.03930100053548813
cg17433772,0.9447,0.9411,0.9402,0.9372,0.9393,0.9372,0.9456,0.92,0.7023119330406189,0.8619665503501892,0.19712413847446442,0.8666380643844604,0.9227700233459473,0.937703013420105
cg04680919,0.9084,0.9108,0.9012,0.9066,0.9109,0.9082,0.8904,0.8998,0.2986462414264679,0.8806531429290771,0.17329642176628113,0.9047156572341919,0.9321399927139282,0.04541700333356857
cg24327132,0.436,0.0578,0.1783,0.5674,0.2519,0.2208,0.7986,0.4345,0.04080048203468323,0.20744280517101288,0.06844083964824677,0.6129966378211975,0.4637199938297272,0.08257300406694412
cg07606021,0.0058,0.0068,0.0074,0.0077,0.0057,0.0066,0.0001,0.0161,0.00802983995527029,0.012870502658188343,0.008039722219109535,0.008753928355872631,0.006099999882280827,0.01156300026923418
cg23029655,0.151,0.3056,0.4144,0.5758,0.5961,0.1019,0.0756,0.1335,0.11264064162969589,0.29823967814445496,0.07391861081123352,0.09353144466876984,0.06615000218153,0.274075984954834
cg04102510,0.0565,0.0487,0.089,0.0488,0.0575,0.1843,0.633,0.3058,0.15153475105762482,0.6950595378875732,0.7998895049095154,0.046946968883275986,0.029990000650286674,0.39399898052215576
cg03496122,0.0377,0.2404,0.0884,0.0529,0.1497,0.0293,0.0085,0.02,0.018058570101857185,0.030733000487089157,0.015342775732278824,0.0274212509393692,0.01923000067472458,0.1050110012292862
cg25904659,0.9721,0.9575,0.9593,0.964,0.9548,0.9613,0.9818,0.9484,0.9590526819229126,0.48625651001930237,0.9509017467498779,0.9636796712875366,0.9803000092506409,0.8978760838508606
cg16560774,0.016,0.0688,0.0138,0.0118,0.0126,0.0133,0.0026,0.0189,0.009791268035769463,0.022173602133989334,0.01318166684359312,0.013722681440412998,0.0024800000246614218,0.019311999902129173
cg10094443,0.0375,0.0621,0.2324,0.0608,0.3544,0.0409,0.0252,0.0681,0.040138255804777145,0.07116121053695679,0.047669168561697006,0.03183785825967789,0.03945999965071678,0.04597000032663345
cg13133835,0.0107,0.0795,0.5748,0.0637,0.3638,0.0117,0.0269,0.3838,0.0966658741235733,0.05797140300273895,0.0711069405078888,0.014407144859433174,0.07835999876260757,0.027541998773813248
cg22938837,0.9296,0.9259,0.8882,0.8943,0.8784,0.9119,0.9279,0.875,0.28547871112823486,0.8984097242355347,0.8892669677734375,0.931124746799469,0.8187199831008911,0.771325945854187
cg02976588,0.0466,0.0676,0.665,0.3259,0.6198,0.0582,0.0302,0.0909,0.042137306183576584,0.12580367922782898,0.05623111501336098,0.0587167851626873,0.029750000685453415,0.6120229959487915
cg05749969,0.0617,0.0821,0.3869,0.0764,0.3421,0.0666,0.0437,0.0772,0.07157111912965775,0.14885535836219788,0.07708278298377991,0.05485178157687187,0.06092999875545502,0.09815900027751923
cg10147394,0.8823,0.0918,0.8239,0.8379,0.8332,0.864,0.8968,0.7293,0.8234686851501465,0.9053720831871033,0.8646443486213684,0.8434942960739136,0.7690899968147278,0.7061179876327515
cg17933787,0.9194,0.9144,0.9075,0.9126,0.9111,0.9079,0.9211,0.8844,0.5269949436187744,0.9287281632423401,0.8938941955566406,0.916326105594635,0.9054499864578247,0.8943269848823547
cg07176692,0.3762,0.3134,0.1069,0.4726,0.1833,0.5153,0.5494,0.1932,0.05557221546769142,0.09280350059270859,0.12837167084217072,0.15740087628364563,0.034779999405145645,0.25406602025032043
cg24524702,0.916,0.8472,0.9072,0.8934,0.9112,0.914,0.8934,0.5943,0.852410614490509,0.6942339539527893,0.8346706628799438,0.11254340410232544,0.8534299731254578,0.8910268545150757
cg04070601,0.7802,0.6871,0.3919,0.3838,0.5723,0.7969,0.4791,0.1914,0.3260307312011719,0.3584788143634796,0.3826464116573334,0.0796433836221695,0.08133000135421753,0.1323930025100708
cg12548634,0.04,0.1762,0.2196,0.0848,0.2395,0.0364,0.0421,0.0901,0.04480142891407013,0.13779793679714203,0.027020830661058426,0.07605179399251938,0.11434999853372574,0.17965199053287506
cg08438705,0.9541,0.9472,0.9411,0.9493,0.9471,0.9418,0.9786,0.6386,0.9242047071456909,0.7401177883148193,0.9221004843711853,0.9518033266067505,0.9757300019264221,0.9285949468612671
cg23096305,0.8525,0.8813,0.8658,0.881,0.873,0.879,0.911,0.3566,0.4864623546600342,0.7707569599151611,0.8706375956535339,0.871543824672699,0.0,0.852336049079895
cg24400183,0.0314,0.0152,0.0136,0.0196,0.0203,0.0145,0.0037,0.0116,0.021597621962428093,0.04065920040011406,0.009183055721223354,0.013355715200304985,0.0012700000079348683,0.014005000703036785
cg23610041,0.0361,0.0627,0.0502,0.0357,0.0791,0.0379,0.0118,0.3949,0.07616429030895233,0.30039742588996887,0.019250834360718727,0.1503734141588211,0.06701000034809113,0.21403300762176514
cg11637084,0.9216,0.8998,0.7647,0.224,0.5638,0.901,0.9521,0.8544,0.7835966944694519,0.922539234161377,0.8803487420082092,0.9232743978500366,0.8671500086784363,0.9051401019096375
cg19404444,0.2215,0.8404,0.4712,0.8616,0.8647,0.1598,0.0992,0.0974,0.2185375988483429,0.1195903941988945,0.06894666701555252,0.05472356826066971,0.15703000128269196,0.440153032541275
cg02935097,0.9066,0.9006,0.6494,0.2826,0.5355,0.9018,0.9291,0.873,0.8896589279174805,0.9175547957420349,0.9104330539703369,0.8706291913986206,0.9227200150489807,0.9086380004882812
cg15447913,0.9631,0.956,0.9459,0.9522,0.947,0.9549,0.9814,0.9392,0.4710708260536194,0.7118195295333862,0.2687130868434906,0.9654569625854492,0.9505500197410583,0.7911230325698853
cg22046408,0.0158,0.0294,0.0427,0.038,0.1004,0.021,0.0229,0.0728,0.8415239453315735,0.6566094160079956,0.4260205626487732,0.02793482132256031,0.18433000147342682,0.8480290174484253
cg19029214,0.9129,0.8436,0.8802,0.9095,0.9057,0.9132,0.9286,0.6153,0.09169094264507294,0.9230877757072449,0.8532472848892212,0.9214601516723633,0.23217999935150146,0.8863059878349304
cg18560571,0.8647,0.9198,0.8393,0.2148,0.5266,0.7491,0.8814,0.9108,0.85724276304245,0.9272384643554688,0.9075267314910889,0.8844100832939148,0.9609699845314026,0.8469580411911011
cg25683989,0.8882,0.0606,0.889,0.8678,0.896,0.8758,0.9064,0.8497,0.8360461592674255,0.9205223321914673,0.8913462162017822,0.8692960739135742,0.9068800210952759,0.8144329786300659
cg10807894,0.6399,0.532,0.3691,0.636,0.386,0.714,0.891,0.1167,0.021168097853660583,0.12260272353887558,0.1153699979186058,0.03494660556316376,0.010370000265538692,0.029686998575925827
cg19250790,0.0134,0.016,0.0206,0.018,0.0138,0.0188,0.0128,0.0348,0.030057299882173538,0.4156486392021179,0.03901027515530586,0.4772825837135315,0.01508999988436699,0.5570539832115173
cg26088614,0.8994,0.9044,0.8585,0.251,0.7756,0.8989,0.7412,0.8644,0.8298742771148682,0.8789792656898499,0.8519091606140137,0.8405071496963501,0.9144799709320068,0.8668489456176758
cg12425768,0.0472,0.0892,0.195,0.1233,0.2784,0.0458,0.0192,0.0404,0.04112889990210533,0.08365470916032791,0.03880639001727104,0.033886250108480453,0.04142000153660774,0.03739999979734421
cg15736553,0.7887,0.838,0.8244,0.8171,0.8444,0.7477,0.7938,0.2216,0.019981270655989647,0.17930547893047333,0.40018999576568604,0.8344789147377014,0.19629999995231628,0.11470899730920792
cg22164891,0.0539,0.4966,0.0503,0.0824,0.0459,0.0472,0.7499,0.4744,0.04330095648765564,0.8922863006591797,0.32813364267349243,0.06237589195370674,0.08190999925136566,0.35691899061203003
cg13139986,0.1799,0.2342,0.0638,0.159,0.1029,0.1643,0.0549,0.0499,0.022806189954280853,0.11459121108055115,0.025179721415042877,0.2843090891838074,0.024310000240802765,0.08118099719285965
cg02229757,0.0394,0.0549,0.0768,0.0456,0.0914,0.0366,0.042,0.0922,0.04893476143479347,0.31329697370529175,0.7665880918502808,0.040577854961156845,0.045490000396966934,0.17673799395561218
cg21815063,0.065,0.0631,0.0599,0.0532,0.0538,0.0775,0.058,0.1731,0.1919735074043274,0.18805092573165894,0.07159416377544403,0.3455090820789337,0.21839000284671783,0.1666029989719391
cg25784219,0.049,0.3078,0.7066,0.1089,0.6673,0.0431,0.142,0.0665,0.09612158685922623,0.2558266818523407,0.492170125246048,0.5147574543952942,0.052400000393390656,0.35422199964523315
cg13157980,0.3707,0.4918,0.0749,0.2609,0.0743,0.4874,0.879,0.12,0.04099905118346214,0.0824945941567421,0.06320665776729584,0.6611446142196655,0.0376100018620491,0.054892998188734055
cg18710162,0.0418,0.0404,0.0399,0.0362,0.0337,0.0436,0.0244,0.1184,0.05324968323111534,0.7356412410736084,0.10443390160799026,0.04395142197608948,0.030239999294281006,0.07014200091362
cg14335782,0.0086,0.0155,0.0164,0.0116,0.0115,0.0104,0.0015,0.01,0.008378887549042702,0.014662300236523151,0.0077711110934615135,0.007989821955561638,0.0,0.25064700841903687
cg18146737,0.9556,0.9485,0.9484,0.9557,0.956,0.9422,0.9796,0.2636,0.02767999656498432,0.06071900203824043,0.026999443769454956,0.8558294177055359,0.178739994764328,0.6194309592247009
cg24246360,0.6911,0.9065,0.9105,0.873,0.9102,0.6275,0.902,0.8497,0.891700804233551,0.9055682420730591,0.9015459418296814,0.17622733116149902,0.9214100241661072,0.9096189737319946
cg02257953,0.3511,0.3925,0.3633,0.2742,0.4094,0.1895,0.3808,0.2603,0.7332211136817932,0.2673591375350952,0.639553964138031,0.30578675866127014,0.0,0.7030460238456726
cg26063719,0.0397,0.7554,0.5767,0.5063,0.5652,0.0362,0.5778,0.0614,0.027781901881098747,0.5006632804870605,0.056567225605249405,0.29358819127082825,0.03123999945819378,0.07466800510883331
cg03344031,0.2686,0.385,0.3498,0.2771,0.4321,0.2628,0.2489,0.1448,0.01767587475478649,0.6957225799560547,0.011947779916226864,0.3171451985836029,0.11110000312328339,0.14814500510692596
cg03281139,0.1628,0.5694,0.869,0.9035,0.8709,0.7843,0.7898,0.085,0.009145395830273628,0.1626531183719635,0.8278934359550476,0.02634964883327484,0.004149999935179949,0.16716499626636505
cg21871213,0.9801,0.9775,0.9784,0.9756,0.9807,0.9751,0.9893,0.8414,0.976565957069397,0.639634907245636,0.9746676683425903,0.9851380586624146,0.9656699895858765,0.9498990178108215
cg10778841,0.0145,0.1113,0.0231,0.0165,0.0472,0.0102,0.0112,0.0155,0.008538412861526012,0.012850700877606869,0.007036666851490736,0.009695534594357014,0.009239999577403069,0.0159939993172884
cg10652650,0.039,0.0419,0.0421,0.037,0.0348,0.0391,0.025,0.0424,0.04784872755408287,0.7776204943656921,0.06485554575920105,0.04012982174754143,0.04334000125527382,0.07637200504541397
cg17833106,0.1753,0.866,0.8632,0.8401,0.8721,0.177,0.8516,0.758,0.8395562171936035,0.9247346520423889,0.8654658794403076,0.726021945476532,0.8570500016212463,0.7407749891281128
cg09899185,0.1028,0.1432,0.1056,0.0782,0.1317,0.1032,0.0825,0.0974,0.0668804720044136,0.20887041091918945,0.07613388448953629,0.0935216024518013,0.9017099738121033,0.10874298959970474
cg26476925,0.0941,0.4557,0.7401,0.7552,0.7779,0.0898,0.1606,0.1446,0.08053335547447205,0.5118228197097778,0.2639091908931732,0.06602570414543152,0.06672000139951706,0.10419400036334991
cg24092000,0.9527,0.9586,0.9539,0.9583,0.9608,0.9548,0.978,0.7668,0.9051858186721802,0.8144643306732178,0.6884043216705322,0.966113269329071,0.3111099898815155,0.9492950439453125
cg13152531,0.9265,0.9137,0.8992,0.9115,0.9024,0.9156,0.9271,0.8666,0.7922996282577515,0.8738733530044556,0.8794022798538208,0.8937062621116638,0.9016100168228149,0.24978502094745636
cg08662757,0.0293,0.5156,0.0308,0.0123,0.0192,0.0164,0.0084,0.0096,0.011272381991147995,0.07581080496311188,0.015193887986242771,0.011584463529288769,0.021250000223517418,0.39303702116012573
cg02480298,0.8974,0.874,0.8582,0.2023,0.8524,0.8864,0.8426,0.9002,0.8911203742027283,0.9093712568283081,0.8749244213104248,0.9072462916374207,0.9265499711036682,0.9113389849662781
cg19055828,0.5352,0.9064,0.9037,0.8947,0.9103,0.0426,0.8671,0.8459,0.8814292550086975,0.8371244668960571,0.8772911429405212,0.8278211355209351,0.8334599733352661,0.8466799855232239
cg18136895,0.9566,0.967,0.9654,0.9598,0.9643,0.5481,0.9854,0.8805,0.9655116200447083,0.9315848350524902,0.9567007422447205,0.954775333404541,0.9769700169563293,0.9595140218734741
cg25544164,0.9804,0.974,0.9774,0.977,0.9793,0.9736,0.9854,0.94,0.7862731218338013,0.9731462001800537,0.9547035694122314,0.9767022728919983,0.9919800162315369,0.7172721028327942
cg19698976,0.827,0.8791,0.8508,0.8183,0.8687,0.8185,0.1696,0.8538,0.9062316417694092,0.9285156726837158,0.6678082346916199,0.8652022480964661,0.8207200169563293,0.9095820188522339
